Hours_Studied,Attendance,Previous_Score,Assignments_Completed,Pass
4.3,62,90,0,1
10.4,51,66,8,1
0.0,81,76,7,1
6.8,63,97,4,1
8.1,62,78,5,1
7.8,89,58,4,0
3.2,43,89,0,0
0.2,94,57,1,0
2.9,61,67,3,0
5.4,87,64,5,1
8.9,53,45,2,0
0.9,46,39,2,0
7.6,46,95,1,0
3.2,71,100,8,1
9.2,80,88,0,0
4.4,41,86,0,0
11.4,86,32,10,1
1.6,82,57,2,0
2.2,56,55,2,0
5.4,40,93,9,1
3.1,71,35,7,0
12.0,87,60,7,1
6.2,71,72,2,0
7.8,79,85,3,1
9.7,91,96,4,1
3.2,95,99,10,1
6.1,63,87,9,1
2.0,91,48,9,1
5.0,98,75,1,0
8.7,60,51,7,1
5.4,91,99,7,1
4.3,61,58,3,0
0.8,81,87,9,1
2.7,90,57,10,1
5.9,97,79,1,1
5.1,46,89,6,1
0.6,47,32,0,0
2.1,73,84,4,1
9.3,62,96,10,1
10.4,69,37,0,0
7.6,100,71,3,1
7.8,95,83,3,1
8.4,61,57,7,1
4.6,78,56,2,0
5.6,76,51,7,0
10.1,64,53,2,0
6.2,79,90,5,1
0.9,96,74,2,1
9.1,53,98,7,1
7.9,68,71,7,1
8.8,59,68,4,1
3.2,90,44,9,1
4.5,57,70,10,1
11.7,88,79,2,1
8.0,75,65,0,0
11.4,85,48,7,1
8.0,94,75,7,1
2.7,80,82,8,1
7.8,43,71,10,1
6.5,62,41,10,1
9.5,100,54,1,0
5.2,48,32,7,0
1.3,57,77,6,1
10.9,79,82,6,1
8.2,90,31,1,0
0.7,57,60,4,1
9.2,40,53,6,0
4.1,64,68,7,1
10.1,94,80,5,1
10.6,86,47,9,1
5.8,59,40,0,0
5.2,60,32,2,0
0.7,90,68,6,1
2.2,59,92,10,1
5.0,46,78,5,0
10.0,69,58,0,0
9.3,95,67,2,1
0.0,71,97,1,1
10.0,49,55,0,0
9.6,64,44,5,0
5.7,94,36,6,0
4.8,43,58,6,1
5.5,61,37,4,0
5.5,93,90,7,1
8.1,46,66,6,0
6.8,79,79,10,1
5.5,79,83,1,1
1.8,95,95,3,1
8.0,71,99,8,1
5.6,94,99,8,1
1.8,89,57,7,1
4.8,73,80,8,1
12.0,68,62,8,1
8.4,40,34,9,0
0.8,60,62,7,1
7.1,62,32,1,0
2.3,88,57,6,1
1.8,82,41,1,0
4.6,88,96,1,1
6.4,98,98,2,1
9.0,65,69,9,1
10.0,91,45,10,1
1.0,90,71,0,0
8.0,50,57,10,1
10.9,66,60,7,1
1.0,54,45,10,1
0.8,46,95,1,0
4.6,77,32,0,0
5.3,43,68,6,1
3.4,56,37,5,0
6.6,61,42,9,1
7.4,98,49,7,1
10.6,95,39,9,1
1.9,90,98,9,1
7.5,94,84,10,1
5.1,99,96,1,1
10.0,59,40,6,1
5.1,86,79,1,0
9.1,83,49,9,1
11.6,66,90,0,0
0.4,87,96,5,1
3.4,83,31,4,0
5.8,85,71,7,1
12.0,42,59,0,0
4.4,87,96,6,1
4.2,75,85,2,1
8.2,79,68,10,1
5.0,81,42,9,1
11.6,62,94,3,1
4.4,78,34,1,0
10.3,91,81,3,1
11.2,93,47,2,0
9.0,84,90,0,1
6.9,94,51,6,1
2.8,82,76,5,1
8.3,56,98,2,0
6.3,40,45,1,0
10.3,70,81,9,1
1.2,63,43,3,0
9.2,63,77,3,0
11.2,70,76,0,0
2.6,71,61,1,0
10.8,92,70,2,1
8.6,49,65,3,0
1.7,87,56,9,1
8.9,90,85,5,1
2.0,40,92,3,1
4.5,40,83,4,1
3.9,60,96,0,1
3.7,73,51,9,1
0.5,94,99,2,1
2.2,87,74,8,1
2.2,52,87,0,0
10.5,50,76,8,1
8.7,64,32,8,0
4.2,48,47,6,0
2.4,85,40,6,1
4.5,41,38,1,0
10.2,80,87,0,1
2.6,59,42,4,0
5.3,99,73,6,1
6.5,84,83,3,1
1.1,68,98,7,1
0.4,91,72,3,1
6.5,77,100,1,1
8.5,81,58,10,1
4.7,92,72,7,1
4.4,52,92,6,1
3.5,47,50,10,1
4.6,100,51,2,0
11.6,82,56,4,1
10.0,83,64,2,0
8.2,64,45,3,0
5.4,75,78,0,1
5.2,77,55,9,1
4.1,42,79,10,1
2.4,86,49,9,1
4.6,77,96,6,1
8.3,71,94,5,1
9.5,46,37,3,0
2.3,40,76,6,1
7.8,81,83,2,1
0.4,77,79,9,1
1.7,60,51,8,1
7.4,83,30,10,1
6.6,72,96,6,1
6.3,45,30,7,0
7.2,51,56,6,0
9.4,66,95,0,0
4.0,75,94,4,1
9.2,53,92,2,1
10.1,51,85,7,1
10.2,53,58,1,0
0.9,99,94,0,1
2.8,97,68,3,0
7.1,70,92,5,1
4.5,85,63,2,0
1.5,88,34,1,0
10.2,70,65,7,1
1.1,84,59,1,0
11.6,62,86,4,1
2.6,48,57,1,0
5.9,47,87,0,0
8.4,95,47,7,1
6.3,75,41,1,0
7.3,50,33,6,0
10.3,47,78,5,0
5.4,96,80,1,1
6.8,40,74,3,0
0.5,97,38,7,1
10.1,88,71,1,0
10.4,50,49,3,0
0.2,53,87,0,0
10.2,81,41,9,1
0.9,98,65,6,1
1.0,85,60,6,0
5.6,49,92,2,0
8.9,63,36,9,1
0.1,87,56,10,1
4.2,55,56,5,0
11.5,85,53,6,0
11.7,42,69,9,1
11.3,71,61,0,0
4.4,44,73,1,0
7.9,41,80,7,1
10.4,99,49,4,1
5.7,45,55,5,0
8.2,66,73,3,0
0.6,90,79,3,1
6.2,100,76,7,1
2.7,46,70,8,0
0.1,90,100,4,1
1.7,64,92,5,1
8.6,67,96,3,1
3.2,63,30,0,0
3.1,80,77,5,1
8.1,85,67,6,1
3.5,50,37,1,0
9.2,98,32,2,0
0.0,64,74,1,0
6.6,78,30,6,0
10.1,47,92,5,1
11.6,47,50,6,1
5.5,80,75,0,0
1.1,65,50,10,1
7.6,72,66,3,1
8.1,62,84,8,1
10.4,75,93,2,0
10.7,56,92,1,1
9.9,64,73,3,0
4.5,58,41,4,0
1.7,85,90,1,1
7.0,68,67,5,0
10.4,63,77,5,0
6.7,43,36,2,0
10.8,67,74,4,1
11.7,67,62,2,0
8.3,77,62,3,0
1.1,90,33,9,1
1.9,60,37,10,1
3.2,67,68,7,0
10.0,66,30,7,0
5.9,90,84,0,0
4.4,61,71,3,0
1.0,56,41,7,0
11.9,74,33,9,1
11.1,71,77,4,1
1.2,55,87,9,1
9.3,57,100,2,1
5.3,79,56,3,0
7.3,65,43,0,0
11.5,96,99,2,1
5.1,82,75,6,1
1.6,43,78,4,0
8.7,93,91,6,1
6.7,62,78,2,0
0.6,56,75,0,0
0.9,95,69,3,1
9.9,76,49,5,0
0.2,77,51,8,1
0.1,73,74,10,1
10.0,56,60,8,1
1.8,83,72,2,0
2.2,99,99,6,1
6.8,74,45,9,1
6.3,89,74,2,1
2.5,78,35,5,0
11.6,71,58,0,0
6.5,91,36,3,0
6.3,41,43,6,0
5.6,65,48,1,0
7.8,87,32,5,0
5.9,46,88,0,0
11.7,58,69,5,1
3.3,94,85,9,1
11.9,96,69,3,1
9.6,70,56,8,1
2.9,89,70,5,1
5.1,60,89,9,1
4.5,87,82,3,0
5.7,50,63,3,0
0.5,83,40,9,1
0.5,66,81,5,1
11.7,99,63,1,1
3.7,41,87,6,1
10.3,49,94,7,1
8.3,45,85,0,0
9.7,80,41,9,0
9.5,50,64,2,0
5.1,55,86,4,1
2.6,55,98,0,0
11.6,73,63,3,0
2.3,95,91,1,1
9.0,49,82,1,0
8.9,58,89,6,1
2.0,68,56,4,0
5.8,90,59,5,1
3.4,60,74,6,1
5.4,99,54,1,0
9.3,72,98,5,1
4.9,54,90,10,1
0.2,95,96,9,1
6.6,42,45,4,0
4.4,72,43,6,0
5.2,73,97,0,1
9.5,56,38,8,1
0.5,100,46,4,0
4.8,85,53,8,1
2.0,44,89,3,0
4.5,99,99,7,1
9.7,93,55,1,0
2.3,45,96,1,0
10.9,88,49,9,1
6.2,40,69,5,0
2.8,89,97,3,1
1.3,45,81,4,0
3.1,51,91,3,1
11.7,75,42,3,0
11.1,70,46,2,0
9.7,89,43,8,0
4.1,53,53,5,0
6.4,42,52,1,0
5.8,66,36,10,0
6.0,44,90,8,1
0.2,72,93,4,1
0.2,50,82,10,1
6.1,40,73,0,0
1.1,70,98,1,0
6.1,55,86,9,1
7.2,74,72,10,1
11.3,43,49,2,0
7.8,73,42,4,0
4.2,77,70,3,1
5.1,73,49,3,0
9.3,42,86,2,0
9.8,66,42,10,0
5.2,96,50,3,1
9.8,64,93,8,1
8.2,57,79,7,1
1.0,85,39,2,0
11.9,56,67,7,0
11.8,95,50,0,0
2.4,66,46,4,0
3.7,61,81,2,0
5.4,81,84,1,0
2.7,91,46,7,1
4.9,85,83,3,1
7.8,61,38,3,0
6.8,77,36,6,0
5.7,44,82,9,1
7.7,96,83,6,1
2.9,55,90,5,1
1.0,95,94,4,1
4.1,68,91,7,1
4.3,48,65,5,0
5.0,74,95,3,1
3.7,96,51,3,0
10.6,64,34,4,0
3.2,40,53,5,0
4.7,80,37,2,0
5.8,73,52,9,1
11.5,75,99,1,1
9.1,86,30,3,0
4.9,88,50,9,1
2.7,90,95,0,0
5.9,45,50,6,0
9.9,100,31,8,1
3.8,94,45,0,0
9.3,46,89,0,0
10.2,87,94,3,1
2.5,45,60,2,0
0.4,83,90,5,1
2.2,97,35,1,0
4.8,68,76,5,1
3.6,64,57,10,1
0.9,40,93,10,1
0.0,61,80,0,0
4.0,60,91,3,1
7.5,93,66,1,0
4.9,89,33,6,1
9.9,66,38,10,1
11.8,68,78,6,1
8.3,58,67,5,0
5.6,77,41,8,0
2.6,88,79,9,1
3.9,61,76,4,0
0.2,75,54,4,0
2.2,41,77,3,0
6.3,50,69,9,1
11.4,77,81,6,1
6.6,90,44,8,1
3.8,75,34,4,0
7.7,52,83,3,1
6.3,56,72,1,0
8.9,47,60,7,1
10.4,50,56,0,0
8.3,58,57,1,0
1.0,52,65,5,0
5.3,79,33,0,0
4.1,64,92,2,1
0.7,81,56,6,0
10.4,52,86,1,0
4.4,90,36,4,0
4.8,69,91,6,1
7.3,91,55,2,0
1.6,95,79,7,1
1.0,66,90,5,1
5.4,47,46,0,0
3.7,56,33,2,0
7.5,84,65,4,0
11.1,73,47,6,1
5.4,76,65,1,0
4.7,71,64,8,1
10.1,78,80,9,1
6.2,70,96,6,1
11.0,59,45,8,1
3.9,42,66,9,0
3.4,58,63,7,0
5.5,68,47,5,0
4.1,49,91,8,1
0.7,61,62,7,1
2.0,70,65,0,0
11.8,95,61,9,1
3.0,91,30,3,0
2.0,75,33,3,0
6.3,78,44,10,1
6.7,81,77,8,1
5.5,97,90,5,1
2.3,81,57,9,1
11.8,65,87,9,1
12.0,70,68,10,1
9.8,45,91,7,1
4.8,66,82,7,1
10.2,66,38,6,1
9.5,88,80,3,1
1.4,40,55,2,0
4.9,59,96,6,1
7.3,65,80,5,1
3.3,71,87,0,1
2.7,59,64,3,0
11.6,81,73,4,0
1.3,69,78,2,0
6.5,42,39,2,0
7.4,97,62,8,1
0.1,41,50,0,0
10.3,60,33,4,0
4.8,67,83,9,1
11.1,78,51,3,0
9.4,60,47,4,0
3.3,100,45,5,1
3.9,84,64,2,0
6.2,94,41,10,1
5.8,92,55,3,0
9.9,67,69,2,0
6.6,56,71,7,1
4.5,66,52,9,1
11.0,89,76,0,1
3.4,40,57,1,0
0.8,81,92,3,1
7.7,63,47,3,0
12.0,63,76,4,1
0.8,92,37,3,0
6.5,87,82,7,1
5.2,59,36,1,0
11.3,88,95,9,1
11.8,97,44,4,1
9.9,53,73,10,1
2.2,80,85,2,1
6.4,95,84,10,1
8.3,72,40,3,0
12.0,58,88,5,1
2.9,88,62,0,0
3.3,45,94,5,0
8.4,74,47,10,1
9.1,82,70,4,1
4.2,48,37,6,0
7.9,81,85,1,0
11.4,86,74,9,1
7.7,49,72,3,0
2.8,60,98,4,1
2.7,88,62,4,1
9.1,75,32,5,0
0.2,77,51,3,0
4.3,99,36,7,1
2.9,96,73,10,1
0.3,42,60,4,0
9.2,53,53,9,0
4.7,41,72,10,1
8.5,85,74,6,1
10.7,59,93,5,1
4.1,99,86,8,1
10.0,91,59,9,1
7.0,58,56,1,0
8.2,45,99,8,1
9.1,75,86,8,1
9.4,73,31,10,1
4.1,51,95,3,1
6.2,40,39,8,0
5.2,63,96,4,1
9.5,84,32,7,1
4.1,66,50,10,1
9.0,80,89,0,1
10.9,68,42,8,1
6.1,62,96,7,1
0.6,77,100,0,1
0.4,61,46,0,0
9.5,77,36,7,1
2.5,41,81,4,1
3.0,71,54,9,1
1.8,80,62,4,0
5.7,80,42,9,1
10.9,81,30,1,0
0.7,52,80,7,1
7.3,81,39,6,0
7.6,99,46,6,0
7.7,65,83,10,1
5.8,41,92,9,1
2.2,61,83,5,0
8.4,41,99,3,0
8.2,97,54,0,0
0.9,64,40,10,1
2.7,45,72,2,0
11.2,43,93,4,0
8.9,96,78,4,1
0.5,64,33,4,0
10.3,55,42,6,0
2.5,94,68,6,1
3.0,57,90,1,0
0.6,65,37,6,0
7.7,71,88,8,1
7.4,44,62,1,0
0.5,69,50,9,0
7.9,70,98,0,1
7.9,69,37,5,0
3.3,80,84,5,1
4.4,88,76,7,1
10.6,91,58,6,1
10.4,60,65,7,1
11.7,93,32,9,1
8.6,77,57,7,1
6.5,94,81,5,1
9.3,74,30,4,0
2.6,56,57,0,0
9.8,51,33,7,0
0.0,49,80,7,1
3.1,62,55,9,1
3.5,85,41,6,0
1.7,45,43,7,0
1.7,80,55,0,0
9.7,72,50,1,0
11.5,64,58,10,1
0.4,89,36,4,0
11.7,92,31,8,1
6.2,67,40,1,0
4.4,41,68,4,0
2.8,65,70,10,1
5.6,70,46,1,0
5.3,84,81,8,1
6.8,97,42,10,1
12.0,97,84,3,1
1.5,61,49,6,0
9.9,68,44,1,0
9.2,99,80,8,1
7.7,57,83,4,0
5.7,55,74,9,1
5.1,76,72,3,1
3.5,51,73,2,0
5.3,64,98,9,1
7.7,71,91,3,1
6.9,45,79,10,1
0.4,86,50,10,1
7.9,87,33,1,0
8.7,96,75,10,1
8.1,90,39,5,0
9.2,79,78,10,1
2.7,54,37,10,0
10.9,49,73,9,1
8.4,63,74,10,1
10.3,54,94,4,1
1.5,88,32,6,0
8.8,72,41,5,0
8.8,65,36,10,1
10.9,41,98,0,0
1.0,73,57,4,1
3.3,76,56,6,0
5.2,43,96,7,1
7.5,88,61,4,1
3.5,84,63,1,0
5.6,49,42,8,0
3.5,41,82,4,0
1.6,80,55,2,0
2.8,59,96,7,1
8.6,80,52,9,1
1.3,83,51,8,1
0.5,59,74,4,0
1.9,48,86,7,1
2.7,95,53,5,1
1.6,89,89,6,1
2.7,40,62,1,0
11.7,87,62,4,1
5.6,61,53,2,0
10.1,65,96,5,1
1.4,77,52,1,0
0.9,46,61,5,0
1.7,75,68,5,0
5.5,85,71,0,0
4.3,96,86,4,1
8.5,42,92,6,1
6.4,73,68,1,0
8.0,47,52,7,0
5.9,89,60,3,0
3.4,51,46,4,0
3.4,91,99,8,1
10.5,82,54,5,1
3.7,71,84,5,1
1.3,56,42,1,0
6.9,46,34,10,0
8.1,69,58,9,1
8.2,45,51,9,1
7.8,100,70,8,1
6.7,97,31,10,1
5.5,44,47,7,1
8.4,98,71,6,1
11.9,52,30,9,0
5.4,57,92,9,1
3.0,98,97,0,1
0.3,91,98,9,1
2.0,80,35,6,0
1.2,79,79,5,1
3.5,49,61,7,0
3.9,92,83,10,1
5.4,48,97,0,1
2.9,96,79,5,1
11.9,42,31,8,0
7.0,41,45,8,1
6.1,40,61,0,0
11.1,69,98,2,1
4.8,73,91,10,1
8.7,94,49,0,0
12.0,40,88,1,0
10.3,44,84,9,1
11.3,53,89,6,1
4.7,47,76,4,0
10.2,84,38,9,1
0.7,40,46,7,0
7.4,50,69,2,0
4.9,61,98,3,1
2.0,96,79,3,1
9.3,80,99,7,1
3.2,60,74,9,1
7.3,89,59,3,0
10.2,72,74,7,1
1.8,72,58,4,0
2.6,73,42,6,0
7.2,62,71,8,1
2.5,84,49,9,1
3.3,77,37,10,1
11.2,59,38,6,0
3.9,82,50,10,1
5.6,89,95,9,1
8.3,57,72,4,1
1.0,44,45,7,0
6.2,61,96,4,1
5.8,77,62,0,0
6.9,51,83,2,0
9.4,65,74,8,1
11.8,71,53,0,0
6.7,82,32,5,0
0.2,76,93,4,1
11.6,82,71,7,1
1.8,98,46,5,0
9.8,84,77,10,1
0.3,84,100,4,1
7.2,40,30,1,0
7.8,47,46,3,0
1.8,85,53,4,0
11.8,58,91,10,1
1.6,98,74,1,0
0.5,97,87,2,1
3.2,67,36,9,1
9.7,70,92,2,1
6.4,71,66,7,1
11.4,43,98,3,1
1.6,74,33,9,0
9.4,43,34,6,0
7.7,59,40,8,0
3.2,89,47,0,0
1.9,40,70,9,1
4.1,55,57,6,1
9.3,88,53,8,1
4.5,68,76,5,1
4.0,66,71,6,1
4.3,86,84,6,1
11.6,70,97,2,1
3.7,72,90,1,0
0.6,51,73,5,0
7.7,61,61,3,0
7.5,62,47,9,1
7.5,72,66,4,0
3.4,47,69,5,0
8.0,64,57,3,0
5.1,98,72,10,1
0.8,46,80,10,1
6.4,68,76,10,1
3.9,57,50,2,0
11.3,82,54,3,1
7.8,58,39,9,1
5.5,96,89,1,0
0.1,46,78,7,1
5.5,100,54,6,0
3.2,79,30,9,1
7.2,68,42,4,0
5.0,89,64,7,1
7.3,80,69,7,1
11.4,74,57,8,1
4.7,87,41,8,1
9.7,64,69,5,1
0.7,58,54,1,0
5.0,60,50,1,0
5.4,76,34,10,1
10.3,52,38,2,0
0.2,60,92,4,0
10.9,91,98,4,1
7.5,74,86,6,1
4.5,95,42,10,1
6.2,54,34,7,0
5.4,53,43,8,1
2.9,77,69,1,0
2.8,87,63,5,1
2.1,51,77,8,1
9.0,58,74,5,1
0.9,46,79,2,0
5.6,89,56,5,0
9.4,78,46,8,1
2.4,71,37,2,0
5.6,80,34,2,0
0.9,64,30,10,1
4.7,93,67,4,0
3.4,66,30,2,0
11.6,87,78,3,1
4.4,57,39,6,0
7.1,75,93,0,1
4.0,46,76,1,0
7.7,86,59,5,1
1.1,48,55,10,1
6.1,42,63,10,1
4.4,64,36,10,1
1.7,86,61,5,0
5.6,96,51,4,0
3.8,86,76,3,0
4.9,44,44,3,0
0.1,63,97,9,1
4.4,80,51,3,0
6.1,42,77,6,1
10.8,82,58,3,0
11.4,65,60,8,1
6.7,73,49,8,1
2.5,76,86,4,1
4.7,75,35,0,0
8.6,71,56,3,1
0.0,79,46,6,0
0.0,83,66,0,0
5.5,98,77,0,0
9.7,40,72,6,1
4.7,90,71,8,1
7.3,87,34,10,1
6.4,65,93,2,0
2.0,51,35,4,0
0.7,55,38,9,0
0.4,67,90,1,1
3.0,88,60,5,1
9.1,91,41,4,1
1.8,43,49,8,0
1.6,49,57,2,0
8.2,98,45,4,0
9.3,80,66,5,1
1.7,87,49,2,0
0.3,54,46,0,0
1.2,48,87,8,1
2.1,82,50,4,0
4.0,81,92,9,1
11.2,61,59,2,0
11.7,47,92,6,1
3.4,87,96,4,1
5.9,64,66,0,0
6.4,97,88,7,1
4.4,64,38,4,0
2.3,81,89,0,0
4.7,97,60,6,0
5.8,52,45,5,0
10.1,50,83,1,0
11.2,89,55,6,1
1.7,60,99,9,1
5.4,69,55,8,1
2.2,59,54,8,0
3.4,50,50,2,0
1.9,73,58,3,0
9.4,52,94,5,1
2.0,61,33,6,0
8.2,89,67,0,1
8.2,57,68,1,0
4.1,50,53,9,1
3.0,63,79,7,1
6.3,92,58,9,1
10.9,84,74,0,0
10.9,84,54,3,0
5.5,47,75,3,1
6.6,91,59,3,1
5.4,81,76,9,1
10.9,99,32,5,0
0.4,80,64,5,1
4.3,62,37,8,1
2.2,91,91,2,1
8.9,83,54,0,0
0.1,66,38,8,0
9.8,72,68,6,1
3.4,86,74,2,1
1.2,75,61,5,1
4.6,63,35,8,0
4.6,48,47,7,1
10.4,82,30,2,0
1.6,83,77,10,1
3.2,80,43,1,0
0.7,88,77,5,1
2.1,59,39,2,0
4.9,66,94,0,1
11.2,92,63,0,0
6.8,59,91,0,0
5.1,57,51,4,0
3.9,52,49,0,0
3.2,86,58,2,1
7.6,58,58,4,1
8.3,97,56,7,1
1.8,93,64,3,1
0.5,44,72,10,1
4.9,55,33,9,1
8.8,55,39,2,0
4.4,87,81,4,1
3.4,75,89,0,0
7.8,82,78,4,1
6.1,80,59,0,0
7.9,41,88,8,1
0.5,44,34,1,0
12.0,58,97,0,0
7.3,59,46,1,0
6.1,59,32,0,0
7.0,92,36,10,1
8.7,68,51,3,0
8.8,91,67,9,1
0.4,76,56,0,0
5.0,43,63,1,0
0.7,42,65,10,1
0.9,91,74,5,1
2.6,63,96,8,1
3.8,64,83,0,0
5.3,91,75,10,1
1.4,73,59,5,1
4.0,41,74,1,0
1.6,69,90,0,0
0.8,89,59,8,1
1.3,61,45,1,0
8.5,51,90,1,0
9.0,79,54,4,0
4.7,81,83,5,1
3.1,84,93,2,1
4.2,47,34,7,0
10.8,51,48,0,0
3.9,42,99,10,1
3.9,86,52,4,1
6.6,67,34,9,0
7.1,60,59,3,0
1.2,40,60,1,0
7.1,46,64,0,0
7.1,83,94,1,0
8.6,79,87,1,1
7.0,82,53,8,1
10.3,59,39,5,0
10.4,56,49,5,0
2.3,85,72,0,0
5.1,81,52,7,0
11.2,67,80,6,1
6.6,96,40,0,0
11.4,50,47,7,0
3.3,41,84,7,1
7.4,54,79,7,1
0.8,71,30,8,0
1.6,43,94,9,1
7.6,45,58,3,0
1.2,62,88,9,1
6.7,82,61,6,1
9.9,64,50,0,0
9.9,98,49,9,1
3.9,47,47,6,0
10.5,43,83,9,1
1.3,45,32,8,0
8.1,79,33,9,0
7.9,100,91,6,1
2.6,66,32,8,0
10.7,53,57,9,1
11.6,42,80,6,1
7.7,71,84,0,1
4.1,41,97,10,1
0.4,93,36,10,1
6.6,42,83,10,1
4.3,84,94,0,0
11.7,63,85,4,1
0.9,76,66,1,0
3.1,66,38,6,0
0.2,51,35,7,0
7.0,88,94,1,1
10.8,79,98,3,1
6.3,79,31,3,0
11.3,68,86,4,1
11.5,45,45,7,0
4.0,41,35,4,0
5.9,81,55,1,0
5.3,81,46,2,0
0.6,74,61,8,1
10.9,100,37,3,0
3.5,67,86,5,1
5.7,63,56,5,1
10.7,55,63,10,1
11.7,58,55,9,1
6.0,73,43,2,0
6.5,88,33,3,0
1.1,40,44,0,0
1.7,95,30,8,0
2.9,98,42,6,0
8.2,41,89,5,1
6.2,91,75,1,1
4.8,76,32,7,1
3.1,57,36,4,0
7.1,87,81,1,0
7.8,48,51,7,1
10.6,48,85,1,0
3.2,81,34,2,0
0.2,94,53,8,1
10.2,66,75,5,1
10.8,85,97,9,1
6.5,91,81,4,1
7.5,97,57,3,1
5.4,57,75,3,1
11.6,74,35,2,0
3.5,68,82,1,1
3.6,56,58,3,0
9.2,97,59,6,1
7.8,79,37,8,0
4.1,89,89,9,1
4.7,53,43,8,1
7.8,51,32,0,0
11.2,50,92,8,1
4.1,94,55,4,0
11.4,45,70,1,0
10.8,50,44,6,0
8.8,92,96,9,1
1.1,64,84,5,1
7.5,72,50,4,0
4.4,66,76,8,1
6.9,75,72,4,1
11.0,80,68,4,1
0.2,54,100,6,1
10.6,52,62,6,1
11.9,78,32,8,0
3.1,78,97,6,1
1.6,85,81,5,1
2.2,75,58,1,0
11.2,41,91,0,0
7.2,46,35,4,0
8.4,73,84,0,0
0.7,85,58,3,1
3.3,60,39,2,0
1.8,81,62,5,0
1.0,53,55,7,0
1.3,81,92,4,1
4.2,69,69,3,0
1.6,92,55,9,1
8.1,81,37,7,0
5.4,95,72,5,1
9.3,52,70,7,1
10.2,80,79,0,0
4.7,68,56,3,1
0.8,51,62,7,0
11.9,88,41,6,1
1.8,60,85,6,1
7.7,72,50,4,0
5.0,74,73,1,0
1.9,68,76,7,1
0.7,64,38,4,0
4.7,45,93,10,1
1.0,64,69,0,0
0.7,92,49,5,0
6.1,52,72,9,1
5.1,48,87,8,1
9.7,75,90,7,1
3.9,40,47,3,0
12.0,88,45,4,0
10.6,68,64,10,1
9.4,74,50,6,1
9.6,81,85,5,1
2.7,82,78,7,1
2.1,63,62,5,1
3.1,54,69,9,1
6.1,76,61,9,1
7.4,61,60,6,1
7.5,50,53,10,0
6.9,68,34,5,0
3.1,95,80,5,1
8.5,52,31,1,0
8.7,69,79,9,1
5.4,57,60,8,1
10.9,49,96,7,1
10.5,89,96,3,1
11.7,89,64,3,0
9.9,79,89,3,1
3.7,95,52,4,0
7.4,89,63,8,1
3.6,67,95,8,1
8.7,80,35,8,1
4.8,96,62,10,1
2.0,68,89,1,0
5.3,69,54,7,1
6.4,61,82,1,1
4.8,44,92,3,0
5.7,45,60,8,1
2.4,58,32,10,1
10.9,76,45,6,0
10.4,85,45,6,0
9.0,82,80,9,1
6.3,76,85,7,1
4.7,99,39,8,0
3.7,76,53,2,0
4.9,96,100,6,1
11.8,69,43,6,1
1.1,57,96,10,1
5.5,49,72,7,1
8.3,52,70,2,0
0.7,41,54,4,0
2.7,68,60,4,0
1.5,58,91,1,1
4.2,60,96,2,1
11.4,75,44,9,1
5.3,90,30,7,1
5.2,70,84,10,1
9.9,47,56,1,0
4.7,95,68,5,1
2.4,65,67,2,0
11.9,94,58,5,1
8.3,87,52,1,0
1.9,100,68,6,1
9.2,78,38,4,0
8.0,62,87,7,1
1.1,91,91,0,0
6.4,86,46,5,0
2.2,44,64,3,0
4.5,91,54,6,1
7.4,72,59,6,1
2.8,80,68,10,1
3.7,77,94,1,0
4.8,52,46,6,0
9.1,76,47,10,1
9.8,90,32,4,0
11.9,58,48,9,1
1.7,44,41,9,1
3.2,56,57,10,1
7.6,43,85,9,1
6.5,50,37,9,0
2.5,70,47,1,0
11.2,53,95,2,1
7.4,52,35,1,0
0.0,82,77,9,1
3.6,67,40,6,0
9.0,86,79,8,1
2.8,59,33,0,0
3.9,84,64,6,1
1.0,84,55,1,0
10.8,53,60,6,0
4.3,56,55,2,0
10.6,47,74,4,1
7.4,87,46,9,1
8.2,78,43,9,1
11.9,96,36,9,1
2.8,58,38,7,0
3.8,84,46,0,0
9.9,76,68,8,1
9.4,41,33,1,0
6.2,46,40,5,0
9.9,53,83,0,0
3.5,78,68,5,1
11.8,81,64,9,1
1.5,40,82,0,0
4.5,61,55,10,1
9.5,62,58,2,0
4.1,67,52,4,0
12.0,74,99,0,1
3.6,78,93,0,0
3.3,96,72,5,1
11.9,83,81,9,1
2.0,58,34,5,0
7.7,68,67,1,0
7.7,53,77,3,0
7.5,55,95,10,1
0.9,65,81,7,1
0.3,95,76,2,0
6.1,93,72,10,1
11.7,73,35,4,0
2.3,56,48,9,0
12.0,72,97,9,1
3.9,98,99,10,1
6.2,52,99,0,0
0.3,68,90,3,1
1.8,63,100,8,1
7.7,59,96,5,1
0.7,56,96,7,1
0.9,52,62,0,0
4.2,81,45,4,0
0.7,44,100,1,0
10.1,64,39,7,1
0.0,57,95,5,1
7.9,86,47,10,1
3.0,99,43,0,0
7.0,83,71,2,0
10.6,84,79,2,1
4.3,45,64,4,0
1.9,85,99,7,1
10.9,43,54,10,1
4.0,77,62,1,0
5.2,47,42,4,0
2.8,56,34,9,0
4.1,88,47,10,1
0.9,47,79,6,1
6.8,73,41,10,0
0.9,50,56,3,0
0.3,66,88,9,1
4.0,63,79,10,1
2.9,54,100,10,1
11.8,64,94,4,1
2.9,58,80,2,0
6.1,87,92,4,1
7.7,60,55,8,1
10.3,76,31,5,0
4.4,79,64,2,0
0.8,74,59,6,0
11.4,71,52,1,0
